2023-03-25 22:58:26.860 127.0.0.1 [background-preinit] INFO  org.hibernate.validator.internal.util.Version:21 - HV000001: Hibernate Validator 6.2.5.Final
2023-03-25 23:01:14.095 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:01:14.824 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:01:14.881 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:02.462 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:02.800 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:02.800 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:02.851 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:02.851 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:04.325 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:04.350 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:29.337 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:29.620 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:29.619 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:29.710 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:29.711 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:30.636 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:30.669 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:02:33.202 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:28.817 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:29.089 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:29.089 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:29.123 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:29.123 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:30.949 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:30.978 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:03:35.875 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:34.288 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:34.636 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:34.636 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:34.659 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:34.659 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:37.371 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:37.435 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:40.245 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:43.226 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:04:45.958 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:05.149 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:05.545 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:05.545 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:05.585 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:05.585 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:08.159 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:08.191 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:09.461 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:12.926 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:13.084 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:13.084 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:13.107 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:13.107 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:14.833 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:14.900 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:15.973 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:41.054 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:41.413 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:41.413 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:41.430 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:41.431 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:42.752 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:42.777 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:45.191 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:46.325 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:47.940 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:54.466 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:56.151 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:07:56.671 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:51.513 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:51.981 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:51.981 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:51.999 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:51.999 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:54.072 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:54.105 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:08:56.315 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:09:00.255 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:09:05.408 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:23.319 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:23.658 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:23.660 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:23.712 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:23.711 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:25.000 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:10:25.032 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:05.834 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:06.152 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:06.152 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:06.201 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:06.200 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:07.296 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:07.343 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:31.059 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:33.988 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:38.613 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:38.950 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:38.950 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:38.984 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:38.984 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:41.793 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:41.835 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:11:44.266 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:24.975 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:25.620 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:25.620 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:25.739 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:25.740 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:27.396 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:27.429 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:30.073 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:12:31.466 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:00.989 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:02.537 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:10.615 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:30.285 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:30.538 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:30.538 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:30.558 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:30.558 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:34.357 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:13:36.258 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:00.703 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:21.554 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:21.797 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:21.797 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:21.819 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:21.819 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:25.421 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:25.483 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:14:27.107 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:15:57.606 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:15:57.638 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:16:00.547 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:16:08.103 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:16:22.345 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:16:26.554 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:16:27.912 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:16:28.968 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:17:02.248 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:17:03.815 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:17:05.227 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:17:10.917 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:17:17.886 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:30:56.403 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:35:18.178 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:35:18.520 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:35:40.629 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:35:42.254 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:35:43.501 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:36:30.522 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:36:35.416 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:36:39.876 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:36:52.437 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:39:36.075 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:39:40.251 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:39:42.891 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:39:43.851 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:41:19.144 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:41:20.288 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:44:36.490 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:46:14.111 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:46:25.769 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:54:17.449 127.0.0.1 [http-nio-8888-exec-3] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-25 23:59:22.294 127.0.0.1 [http-nio-8888-exec-2] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:22:49.221 127.0.0.1 [http-nio-8888-exec-9] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:30:36.844 127.0.0.1 [http-nio-8888-exec-7] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:33:20.955 127.0.0.1 [http-nio-8888-exec-8] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:33:37.826 127.0.0.1 [http-nio-8888-exec-4] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:49:16.875 127.0.0.1 [http-nio-8888-exec-1] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:49:18.292 127.0.0.1 [http-nio-8888-exec-6] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:51:15.571 127.0.0.1 [http-nio-8888-exec-5] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
2023-03-26 00:51:25.319 127.0.0.1 [http-nio-8888-exec-10] INFO  c.k.c.core.base.filter.TenantContextHolderFilter:47 - 获取到的租户ID为:1
